0	1	-9.8934081e-02
0	2	6.3318162e-02
0	3	2.7453305e-02
0	4	-3.1644264e-04
0	5	4.7001405e-02
0	6	3.2126302e-02
0	7	1.1848660e-01
0	8	-4.7012707e-02
0	9	-2.6656624e-02
0	10	2.3550640e-01
0	11	2.4936513e-02
0	12	-1.2945338e-01
0	13	-7.7390791e-02
0	14	-2.3508012e-02
0	15	2.4284325e-02
0	16	1.0297319e-01
0	17	-1.5763821e-01
0	18	-6.1656930e-04
0	19	-4.8851800e-02
0	20	6.9621661e-02
0	21	-3.3827522e-02
0	22	-3.8610911e-02
0	23	-3.9820753e-02
0	24	-1.5451193e-02
0	25	3.7727467e-02
0	26	-1.2656279e-01
0	27	7.0753156e-02
0	28	-1.0840496e-01
0	29	3.9450743e-02
0	30	3.8807975e-02
0	31	4.1139784e-02
0	32	5.1239729e-02
0	33	6.2681981e-03
0	34	4.8716739e-02
0	35	9.6133839e-02
0	36	-8.7345669e-02
0	37	-6.6001085e-02
0	38	-3.3254800e-02
0	39	1.1838221e-01
0	40	5.7774241e-02
0	41	6.8826134e-02
0	42	-9.8488427e-02
0	43	4.1932763e-02
0	44	-2.6013699e-02
0	45	-5.3732609e-02
0	46	-9.6657946e-03
0	47	-1.2721201e-01
0	48	-4.8772488e-02
0	49	-2.2717214e-02
0	50	3.4528436e-02
0	51	7.9932291e-02
0	52	-8.1462512e-03
0	53	6.7578907e-02
0	54	-2.9456212e-01
0	55	-8.2105298e-02
0	56	1.8130078e-01
0	57	-9.4189189e-02
0	58	-1.5068515e-02
0	59	1.7188252e-01
0	60	-7.7730152e-02
0	61	7.7431112e-02
0	62	-1.5059680e-01
0	63	5.6101539e-02
0	64	-1.2251037e-01
0	65	4.5360558e-02
0	66	-1.1709610e-01
0	67	1.4570561e-01
0	68	4.2095893e-02
0	69	-1.3526583e-02
0	70	-4.5189292e-03
0	71	-5.2879055e-02
0	72	-2.3717165e-02
0	73	-8.6669679e-02
0	74	-2.0709161e-01
0	75	-4.4367958e-02
0	76	6.0228208e-02
0	77	-5.4363964e-02
0	78	-9.7218283e-02
0	79	2.9529982e-02
0	80	-5.5176394e-02
0	81	-2.5879258e-01
